csvw:table,dcterms:title,csvw:column,skos:description,csvw:datatype,csvw:format,skos:note,skos:example,vann:preferredNamespacePrefix,iri,csvw:required,dsd:isUnique,csvw:minLength
occurrence,Occurrence,organismQuantity,A number or enumeration value for the quantity of dwc:Organisms.,string,default,A dwc:organismQuantity must have a corresponding dwc:organismQuantityType.,`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,,,
occurrence,Occurrence,organismQuantityType,A type of quantification system used for the quantity of dwc:Organisms.,string,default,"A dwc:organismQuantityType must have a corresponding dwc:organismQuantity. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`27` (organismQuantity) with `individuals` (organismQuantityType); `12.5` (organismQuantity) with `% biomass` (organismQuantityType); `r` (organismQuantity) with `Braun-Blanquet Scale` (organismQuantityType); `many` (organismQuantity) with `individuals` (organismQuantityType),dwc,http://rs.tdwg.org/dwc/terms/organismQuantity,,,
occurrence,Occurrence,organismQuantityTypeIRI,The IRI of the controlled vocabulary value for an organism quantity type.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,,,
occurrence,Occurrence,organismQuantityTypeVocabulary,The reference to the controlled vocabulary where the definition of the value for dwc:organismQuantityType is given.,string,default,,,gum,,,,
occurrence,Occurrence,sex,The sex of a dwc:Organism.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`male`; `female`; `hermaphrodite`,dwc,http://rs.tdwg.org/dwc/terms/sex,,,
occurrence,Occurrence,lifeStage,The age class or life stage of a dwc:Organism.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`zygote`; `larva`; `juvenile`; `adult`; `seedling`; `flowering`; `fruiting`,dwc,http://rs.tdwg.org/dwc/terms/lifeStage,,,
occurrence,Occurrence,reproductiveCondition,The reproductive condition a dwc:Organism.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`non-reproductive`; `pregnant`; `in bloom`; `fruit-bearing`,dwc,http://rs.tdwg.org/dwc/terms/reproductiveCondition,,,
occurrence,Occurrence,caste,The social caste of a dwc:Organism.,string,default,"Recommended best practice is to use a controlled vocabulary that aligns best with a dwc:Taxon. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`queen`; `male alate`; `intercaste`; `soldier`; `ergatoid`,dwc,http://rs.tdwg.org/dwc/terms/caste,,,
occurrence,Occurrence,behavior,The behavior shown by a dwc:Organism.,string,default,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`roosting`; `foraging`; `running`,dwc,http://rs.tdwg.org/dwc/terms/behavior,,,
occurrence,Occurrence,vitality,An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,string,default,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of PreservedSpecimen, MaterialEntity, MaterialSample, or HumanObservation. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`alive`; `dead`; `mixedLot`; `uncertain`; notAssessed,dwc,http://rs.tdwg.org/dwc/terms/vitality,,,
occurrence,Occurrence,establishmentMeans,Statement about whether a dwc:Organism has been introduced to a given place and time through the direct or indirect activity of modern humans.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `nativeIntroduced`; `introduced`; `introducedAssistedColinisation`; `vagrant`; `uncertain`,dwc,http://rs.tdwg.org/dwc/terms/establishmentMeans,,,
occurrence,Occurrence,degreeOfEstablishment,"The degree to which a dwc:Organism survives, reproduces, and expands its range at a given place and time.",string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `captive`; `cultivated`; `released`; `failing`; `casual`; `reproducing`; `established`; `colonising`; `invasive`; `widespreadInvasive`,dwc,http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,,,
occurrence,Occurrence,pathway,The process by which a dwc:Organism came to be in a given place at a given time.,string,default,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`releasedForUse`; `otherEscape`; `transportContaminant`; `transportStowaway`; `corridor`; `unaided`,dwc,http://rs.tdwg.org/dwc/terms/pathway,,,
occurrence,Occurrence,occurrenceStatus,A statement about the presence or absence of a dwc:Organism.,string,default,"For dwc:Occurrences, the default vocabulary is recommended to consist of present and absent, but can be extended by implementers with good justification. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`present`; `absent`,dwc,http://rs.tdwg.org/dwc/terms/occurrenceStatus,,,
occurrence,Occurrence,occurrenceCitation,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with a dwc:Occurrence.",string,default,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.`; `Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources.`",gum,,,,
occurrence,Occurrence,informationWithheld,"Additional information that exists, but that has not been shared in the given record.",string,default,,`location information not given for endangered species`; `collector identities withheld | ask about tissue samples`,dwc,http://rs.tdwg.org/dwc/terms/informationWithheld,,,
occurrence,Occurrence,dataGeneralizations,Actions taken to make the shared data less specific or complete than in its original form. Suggests that alternative data of higher quality may be available on request.,string,default,,`coordinates generalized from original GPS coordinates to the nearest half degree grid cell`,dwc,http://rs.tdwg.org/dwc/terms/dataGeneralizations,,,
occurrence,Occurrence,occurrenceRemarks,Comments or notes about a dwc:Occurrence.,string,default,,`found dead on road`,dwc,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,,,
occurrence,Occurrence,organismID,An identifier for a dwc:Organism.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/organismID,,,
occurrence,Occurrence,organismScope,A description of the type of dwc:Organism instance.,string,default,Recommended best practice is to use a controlled vocabulary. Can be used to indicate whether a dwc:Organism instance represents a discrete organism or if it represents a particular type of aggregation.,`multicellular organism`; `virus`; `clone`; `pack`; `colony`,dwc,http://rs.tdwg.org/dwc/terms/organismScope,,,
occurrence,Occurrence,organismScopeIRI,The IRI of the controlled vocabulary value for an organism scope.,string,default,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,gum,,,,
occurrence,Occurrence,organismScopeVocabulary,The reference to the controlled vocabulary where the definition of the value for dwc:organismScope is given.,string,default,,,gum,,,,
occurrence,Occurrence,organismName,A name or label assigned to a dwc:Organism.,string,default,,`Huberta`; `Boab Prison Tree`; `J pod`,dwc,http://rs.tdwg.org/dwc/terms/organismName,,,
occurrence,Occurrence,organismRemarks,Comments or notes about a dwc:Organism.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/organismRemarks,,,
occurrence,Occurrence,verbatimIdentification,A string representing the taxonomic identification as it appeared in the original record.,string,default,,,dwc,http://rs.tdwg.org/dwc/terms/verbatimIdentification,,,
